wallet_address,account_age_days,total_transactions,total_volume,current_balance,average_balance,balance_stability_score,transaction_frequency_score,asset_diversity_score,dapp_usage_score,unique_counterparties,avg_transaction_size,risk_category,credit_score
SYNTH_LOW_RISK_92630,1470,241,250466.56418589904,59950,55783.26246358605,90.73223828049959,60.301831487926286,40,100,25,372.360248447205,low_risk,791
SYNTH_LOW_RISK_68051,1179,366,549875.5457919106,63664,71454.05438205124,91.54883589423015,100.0,80,60,18,210.80794701986756,low_risk,850
SYNTH_LOW_RISK_62234,1542,411,536895.8870261348,57367,42055.40087983158,94.67301752513585,93.7237937895492,60,60,38,175.43425076452598,low_risk,812
SYNTH_LOW_RISK_21179,1064,499,221564.90714019514,29937,28454.18956500504,93.51728394981338,100.0,60,100,18,67.8843537414966,low_risk,850
SYNTH_LOW_RISK_66414,1511,214,824996.5311166352,89360,79718.83347284317,88.41020865486453,53.060999538388145,20,100,39,676.969696969697,low_risk,839
SYNTH_LOW_RISK_39048,1148,497,164676.6953619873,22109,20422.65604517057,83.82940246416108,100.0,60,100,9,50.82528735632184,low_risk,850
SYNTH_LOW_RISK_87583,853,355,50464.069952026235,21292,19449.485080480274,98.38558341824377,100.0,100,45,37,68.90614886731392,low_risk,850
SYNTH_LOW_RISK_29159,681,222,621397.1205733881,71142,62562.81603166086,91.52713107930708,100.0,60,90,30,384.55135135135134,low_risk,850
SYNTH_LOW_RISK_61939,1650,278,451036.5432604824,65186,64498.5589361324,100.0,62.337877090925005,100,75,29,346.7340425531915,low_risk,812
SYNTH_LOW_RISK_40285,906,507,312200.0100277019,43617,39829.90102097821,95.64401321422753,100.0,60,100,4,95.23362445414847,low_risk,836
SYNTH_LOW_RISK_87078,703,312,180832.78177020708,47763,59865.41176825347,86.25187464448452,100.0,0,45,45,174.3175182481752,low_risk,850
SYNTH_LOW_RISK_29924,1694,315,488378.3346604779,79650,90497.27477426371,83.51626804432897,68.27103692389679,60,100,8,357.17488789237666,low_risk,850
SYNTH_LOW_RISK_68784,388,232,157288.2367999587,24123,26578.971880638914,75.83818636747344,100.0,80,75,25,114.32701421800948,low_risk,850
SYNTH_LOW_RISK_35135,809,161,296468.73506785516,31573,26454.50537064268,89.44698849281602,68.82487908036464,0,100,10,269.85470085470087,low_risk,850
SYNTH_LOW_RISK_29689,831,245,719429.2277793246,99670,113252.89983593303,98.3956815549868,99.72882374464376,80,90,35,498.35,low_risk,850
SYNTH_LOW_RISK_59306,1160,232,193539.92288839055,89301,74463.99704231323,82.59194994397646,70.96208881955263,40,45,49,528.4082840236687,low_risk,819
SYNTH_LOW_RISK_68481,1790,422,658829.107449881,77428,55861.18519849624,89.85639252200619,84.53853687288502,40,100,47,238.97530864197532,low_risk,824
SYNTH_LOW_RISK_74680,365,506,364770.8403243703,82420,92211.02479650883,98.97152037391942,100.0,60,90,15,169.58847736625515,low_risk,845
SYNTH_LOW_RISK_74892,1448,474,116361.69274896827,17634,16600.02794933154,89.54407341856549,100.0,40,30,28,44.643037974683544,low_risk,850
SYNTH_LOW_RISK_29333,1164,526,41411.28684503276,17025,16588.108736413647,91.66828679498818,100.0,20,75,17,36.77105831533477,low_risk,847
SYNTH_LOW_RISK_24716,1092,250,790039.4353867926,80114,75264.34790716632,76.58855351357997,80.09979216818638,60,75,21,419.4450261780105,low_risk,812
SYNTH_LOW_RISK_45877,1551,280,660467.8846125454,84034,80616.16180331192,99.39997864417244,66.10279849173642,40,45,7,428.7448979591837,low_risk,850
SYNTH_LOW_RISK_56146,365,168,785079.5802945017,88943,108341.01204710867,96.28848829933972,100.0,60,45,47,600.9662162162163,low_risk,850
SYNTH_LOW_RISK_33212,832,286,172825.89308111824,24691,28081.62504986975,98.56782544648915,100.0,60,100,19,102.45228215767635,low_risk,850
SYNTH_LOW_RISK_72999,1040,302,44752.86127930309,14761,14481.67379238549,86.07474852672907,99.53020248908531,40,45,29,60.00406504065041,low_risk,834
SYNTH_LOW_RISK_49322,497,181,147233.65657660368,39181,37739.25745146415,86.12882637151768,100.0,80,100,10,254.42207792207793,low_risk,850
SYNTH_LOW_RISK_90083,633,324,497322.25671275746,63084,55646.253771706935,92.88566200161615,100.0,80,45,11,217.53103448275863,low_risk,850
SYNTH_LOW_RISK_33241,585,404,254029.6979973757,63526,57292.61908832799,96.74647000504598,100.0,60,100,10,170.7688172043011,low_risk,839
SYNTH_LOW_RISK_66194,393,481,265091.156514264,63555,77096.38758902838,91.84517934723235,100.0,20,90,10,138.16304347826087,low_risk,847
SYNTH_LOW_RISK_91214,1287,181,779537.3222264424,92681,86988.62486761836,79.03837688600112,51.894159309509845,40,45,6,834.9639639639639,low_risk,834
SYNTH_LOW_RISK_80393,1524,378,248894.81342122794,63380,49305.79173892584,81.79773927134876,87.75854716714443,80,45,33,214.84745762711864,low_risk,806
SYNTH_LOW_RISK_38451,1158,228,105017.79715420248,14414,18311.02414397137,93.50503637587786,69.91472400740851,60,45,31,87.35757575757576,low_risk,850
SYNTH_LOW_RISK_83048,1714,266,67394.38314934324,28325,33443.409698504045,95.6487763734223,58.216289966446986,40,75,7,163.72832369942196,low_risk,850
SYNTH_LOW_RISK_81240,1503,494,317552.8216295342,80649,64763.24334044338,86.55457340073077,100.0,60,30,25,195.75,low_risk,850
SYNTH_LOW_RISK_40531,476,399,669116.2038035602,96612,107680.91603872785,79.8748357827055,100.0,40,100,27,259.01340482573727,low_risk,850
SYNTH_LOW_RISK_97985,502,334,129689.48014840289,15097,11502.22398938837,89.9375564940632,100.0,20,75,48,49.17589576547231,low_risk,850
SYNTH_LOW_RISK_74829,1764,374,204848.72779867594,37315,30481.738447394877,90.73593967417399,76.91354169447791,60,75,4,134.22661870503597,low_risk,850
SYNTH_LOW_RISK_97122,646,494,313076.24799795746,82594,74686.83434183881,77.55552814702035,100.0,40,30,12,179.9433551198257,low_risk,845
SYNTH_LOW_RISK_30234,1805,317,139814.8016012271,18720,13135.923069953737,91.06546696415089,65.2091488806599,80,60,33,85.47945205479452,low_risk,850
SYNTH_LOW_RISK_59088,382,284,200403.63625833395,59892,62826.15696987104,100.0,100.0,100,90,15,226.86363636363637,low_risk,850
SYNTH_LOW_RISK_48596,450,374,434390.5352171613,89027,97990.57060804914,88.88259562545613,100.0,60,100,3,254.36285714285714,low_risk,850
SYNTH_LOW_RISK_69567,1167,342,190629.97793491188,83686,74641.86535181107,92.1399889848335,100.0,20,100,10,299.9498207885305,low_risk,849
SYNTH_LOW_RISK_22012,531,485,156400.38803843557,70719,63741.461848071536,96.79562528583439,100.0,40,60,9,155.08552631578948,low_risk,850
SYNTH_LOW_RISK_93707,1407,407,110829.15898499693,12693,13589.338429495072,89.12227240970658,100.0,40,60,40,38.46363636363636,low_risk,835
SYNTH_LOW_RISK_34918,1566,481,473657.4778392998,81468,70258.39127926812,100.0,100.0,40,30,13,205.72727272727272,low_risk,830
SYNTH_LOW_RISK_31143,510,449,821918.6782446916,89099,108570.54945854149,89.35104049954202,100.0,80,45,39,211.1350710900474,low_risk,850
SYNTH_LOW_RISK_73083,938,404,406663.7908837116,74068,94613.1144146514,91.6597633129954,100.0,100,100,9,209.82436260623228,low_risk,850
SYNTH_LOW_RISK_75883,620,213,482860.86552073504,86555,101608.53936423865,98.40561134848228,100.0,100,15,14,480.8611111111111,low_risk,786
SYNTH_LOW_RISK_15974,947,364,861003.3738191687,97616,83438.61373670604,90.46450242297593,100.0,80,60,28,311.87220447284346,low_risk,850
SYNTH_LOW_RISK_64708,1410,348,441040.57030588883,97231,117648.78620284963,86.7863085808166,86.93493407909725,100,45,26,358.7859778597786,low_risk,779
SYNTH_LOW_RISK_91147,378,350,234675.06551499548,51628,41281.35296617896,82.72034218630765,100.0,0,90,41,156.44848484848484,low_risk,837
SYNTH_LOW_RISK_72668,495,350,358532.947927831,99796,105047.45882533959,90.7386691435962,100.0,100,0,8,308.9659442724458,low_risk,845
SYNTH_LOW_RISK_19916,1797,229,437307.75419132784,65255,55910.29068627413,85.25353199275689,49.060179516235344,40,45,14,498.1297709923664,low_risk,850
SYNTH_LOW_RISK_44269,540,270,236425.8680256697,84176,74521.7169212106,90.90836020384376,100.0,60,100,47,349.2780082987552,low_risk,825
SYNTH_LOW_RISK_33482,1212,280,274930.37404694443,35989,27032.067992136803,76.7278511725598,81.1620703763717,0,15,33,168.1728971962617,low_risk,791
SYNTH_LOW_RISK_53484,1382,477,240695.61104484453,26924,23491.99835689438,75.83497524794215,100.0,100,60,34,66.97512437810946,low_risk,850
SYNTH_LOW_RISK_51300,432,466,641360.4067740766,70692,68659.82458372958,86.01395961936701,100.0,0,100,7,159.57562076749434,low_risk,819
SYNTH_LOW_RISK_89834,1558,223,488615.3220269101,59220,65617.39647509056,86.31661082188788,53.63075914245877,60,60,40,429.1304347826087,low_risk,766
SYNTH_LOW_RISK_13823,1413,319,149532.6414824724,16050,12111.679712924602,99.41193083441419,80.22164744181387,60,100,49,66.32231404958678,low_risk,823
SYNTH_LOW_RISK_37268,1665,461,301856.8352098217,54045,46729.87840605025,99.80403030376004,97.34449112207537,60,90,16,146.06756756756758,low_risk,850
SYNTH_LOW_RISK_91490,1354,561,272023.3075810358,60430,46141.29107456007,89.97956380976491,100.0,40,30,31,124.08624229979466,low_risk,775
SYNTH_LOW_RISK_20567,925,212,454411.6499954847,80966,76497.65282659273,98.83699887543881,79.34700136908768,80,100,15,499.7901234567901,low_risk,850
SYNTH_LOW_RISK_72904,469,308,102138.7280246798,10329,11174.503496533907,99.9720567546392,100.0,60,60,34,36.49823321554771,low_risk,837
SYNTH_LOW_RISK_60886,460,213,467072.33015719824,69622,65767.97182581473,93.7667938440701,100.0,100,100,21,370.32978723404256,low_risk,850
SYNTH_LOW_RISK_14359,1783,240,432809.1942750011,44674,31622.308652630047,100.0,51.48455673699898,40,90,29,312.4055944055944,low_risk,850
SYNTH_LOW_RISK_15674,1147,248,41231.751629953964,12093,12863.686712625433,82.7544263462507,76.23591313097218,60,60,28,65.01612903225806,low_risk,850
SYNTH_LOW_RISK_94422,831,404,492601.46725511726,73350,72081.30433823202,82.51142171587466,100.0,60,15,35,204.3175487465181,low_risk,849
SYNTH_LOW_RISK_13439,1341,520,290322.5463636742,48665,43212.10837153311,95.00838872077034,100.0,100,100,21,108.87024608501119,low_risk,850
SYNTH_LOW_RISK_88413,1262,455,412899.30639712635,80507,60218.389845510996,95.72173999132487,100.0,80,60,8,208.56735751295338,low_risk,850
SYNTH_LOW_RISK_55028,1401,388,294268.159066868,82302,95995.18828962445,93.99574930490822,96.62731855963398,40,45,28,263.78846153846155,low_risk,847
SYNTH_LOW_RISK_60772,839,198,123324.83358945415,23769,19064.914876418414,83.2981747512796,81.1745098208811,80,60,21,155.35294117647058,low_risk,812
SYNTH_LOW_RISK_76951,843,204,54713.978599492075,25701,19795.605248175172,93.35065255837657,82.84280790280948,60,75,31,162.66455696202533,low_risk,824
SYNTH_LOW_RISK_30229,673,362,155330.06161893738,26569,34412.42337454272,92.00937887842393,100.0,20,75,46,81.5,low_risk,850
SYNTH_LOW_RISK_95779,452,143,464281.8902840107,69405,63460.12728050898,94.67222380531607,100.0,0,60,32,583.2352941176471,low_risk,819
SYNTH_LOW_RISK_12365,604,156,299306.5098330382,36325,39956.83319820302,82.17592260805989,86.37394425852962,60,60,13,295.3252032520325,low_risk,841
SYNTH_LOW_RISK_24456,737,243,86282.62029983301,11949,8803.775576924263,95.99815184156347,100.0,60,30,49,58.86206896551724,low_risk,850
SYNTH_LOW_RISK_73394,1730,206,244959.26515478655,31686,26443.710677117957,90.15212250086051,46.08555928424592,100,100,5,282.9107142857143,low_risk,850
SYNTH_LOW_RISK_28361,1638,247,173797.04341838026,84442,62195.53015689129,86.23646599218554,56.50487266855385,40,45,25,534.4430379746835,low_risk,773
SYNTH_LOW_RISK_28170,1787,456,79679.73369374542,36819,33804.80863306138,79.62119463449064,90.89202355771668,40,75,48,102.55988857938719,low_risk,808
SYNTH_LOW_RISK_81160,442,153,173259.45302867796,53147,56155.069197798075,89.06907723008972,100.0,100,90,23,411.9922480620155,low_risk,850
SYNTH_LOW_RISK_54732,1018,288,717665.0267641969,95782,88107.38607014931,80.78965813924623,96.99618059183918,20,45,44,411.0815450643777,low_risk,805
SYNTH_LOW_RISK_48057,827,372,648201.457094972,99787,82678.844216082,88.73343220368287,100.0,60,90,42,305.15902140672785,low_risk,833
SYNTH_LOW_RISK_46572,1219,417,571097.0350221704,83230,77935.46482046931,88.61063878645945,100.0,20,75,29,237.12250712250713,low_risk,804
SYNTH_LOW_RISK_15695,896,437,73717.8123717695,15608,15388.563478038157,95.22193212431543,100.0,60,100,16,40.22680412371134,low_risk,850
SYNTH_LOW_RISK_48501,683,468,652958.6892933876,69316,67581.01565621854,85.04226517470053,100.0,80,90,19,160.8259860788863,low_risk,850
SYNTH_LOW_RISK_12243,1357,558,398912.31092990417,47132,43401.5673646904,83.90762137508334,100.0,100,30,48,97.3801652892562,low_risk,850
SYNTH_LOW_RISK_59323,1129,359,559120.3393487952,76483,76016.21173287698,80.8649829588638,100.0,80,60,21,256.6543624161074,low_risk,850
SYNTH_LOW_RISK_31556,840,501,93855.78414915127,11049,12652.205792392777,93.07137665269329,100.0,40,90,16,24.283516483516483,low_risk,844
SYNTH_LOW_RISK_88678,380,479,311968.41476727766,39158,46081.46118551132,94.80884802101714,100.0,80,90,35,85.3115468409586,low_risk,850
SYNTH_LOW_RISK_35198,1069,460,128974.16565130469,43593,42313.70118512495,99.96971001137945,100.0,60,30,23,108.44029850746269,low_risk,759
SYNTH_LOW_RISK_98678,1538,345,376006.82334401977,96135,69706.8130816271,92.61503373973117,80.1424669572132,20,90,27,368.3333333333333,low_risk,850
SYNTH_LOW_RISK_60460,1220,227,70234.07995741453,14395,18184.571218313387,100.0,66.73689207919844,100,100,10,89.40993788819875,low_risk,850
SYNTH_LOW_RISK_82467,1126,522,87595.22977979036,14676,11762.261305544087,77.9458105675614,100.0,40,60,11,31.835140997830802,low_risk,799
SYNTH_LOW_RISK_94196,923,410,585680.9227926419,85992,88367.9554454777,88.68141021691531,100.0,100,45,15,238.86666666666667,low_risk,846
SYNTH_LOW_RISK_59923,671,271,47193.12527113752,22207,27987.821366808348,86.40856171605678,100.0,20,75,28,94.49787234042553,low_risk,794
SYNTH_LOW_RISK_93402,1765,321,332293.1353376135,71687,73272.78316499514,98.71059096774864,67.11638379004499,100,100,19,318.6088888888889,low_risk,850
SYNTH_LOW_RISK_48311,1202,332,145778.60817592,67771,51527.52576334264,84.08406997581893,95.6796475580553,100,90,27,253.8239700374532,low_risk,850
SYNTH_LOW_RISK_83339,641,370,334240.78359676653,89599,106113.45601363789,82.5403727832537,100.0,60,75,26,267.4597014925373,low_risk,847
SYNTH_LOW_RISK_24404,1600,224,804161.5210575692,99682,83228.84617392806,100.0,52.768002011022105,60,90,14,727.6058394160584,low_risk,850
SYNTH_LOW_RISK_43071,1233,222,192347.20940233892,71032,50846.84869250164,94.18583399675735,64.74875423442955,100,100,33,458.27096774193546,low_risk,850
SYNTH_LOW_RISK_84420,1547,332,248286.96454617908,41770,48931.534766049306,93.25493699552914,77.13379583710325,20,100,8,168.42741935483872,low_risk,850
SYNTH_LOW_RISK_16765,903,456,152791.39874419916,32161,35902.23809772901,92.59192332286614,100.0,60,100,25,79.01965601965603,low_risk,850
SYNTH_LOW_RISK_41481,1525,313,352831.71667608275,47081,47648.30768511199,85.47144423184565,73.99286656888552,80,90,19,204.7,low_risk,831
SYNTH_LOW_RISK_85726,389,414,169255.52282700248,42596,47587.88358692017,82.8552546621946,100.0,80,45,46,108.38676844783716,low_risk,850
SYNTH_LOW_RISK_34474,1598,423,230359.36979117754,36467,28350.250724649915,69.29217694590542,93.32751583686067,80,75,23,108.5327380952381,low_risk,850
SYNTH_LOW_RISK_56996,540,339,100153.9033827662,41145,43530.51795230074,87.54559289349416,100.0,20,15,12,132.7258064516129,low_risk,850
SYNTH_LOW_RISK_24817,1733,503,502891.1781877038,75464,71011.01088960991,77.18404295457626,100.0,20,75,30,184.5085574572127,low_risk,808
SYNTH_LOW_RISK_49023,389,436,104622.29036864512,31050,23681.507024584957,94.04718654049648,100.0,20,100,14,74.81927710843374,low_risk,850
SYNTH_LOW_RISK_40104,1308,449,648238.1211660898,75363,66540.07380664413,77.30748953255144,100.0,40,75,33,199.37301587301587,low_risk,850
SYNTH_LOW_RISK_51435,862,380,575041.6768788962,83177,98364.47105827072,79.80890924509302,100.0,100,100,35,249.7807807807808,low_risk,850
SYNTH_LOW_RISK_84534,802,485,237751.70556683192,64638,48120.744802367095,79.22451829958366,100.0,20,45,21,146.2398190045249,low_risk,776
SYNTH_LOW_RISK_99532,1361,424,87455.75486136421,24901,24444.338501498707,87.93244945575583,100.0,60,75,48,71.14571428571429,low_risk,850
SYNTH_LOW_RISK_83802,1358,289,324379.8014590049,60665,58512.18524725888,89.78478468683538,75.8457227297774,80,75,9,282.16279069767444,low_risk,850
SYNTH_LOW_RISK_54839,954,406,235262.79662603248,84504,94844.3530397913,79.40568959578715,100.0,40,45,27,238.71186440677965,low_risk,850
SYNTH_LOW_RISK_16553,1534,469,777090.8738367215,85133,84937.66707005975,88.83842908855938,100.0,40,90,15,221.12467532467534,low_risk,850
SYNTH_LOW_RISK_46303,478,510,282763.0197224357,44314,34862.22857932755,90.05187551979134,100.0,60,30,21,91.55785123966942,low_risk,837
SYNTH_LOW_RISK_24988,391,188,119071.9861164166,12837,12991.029550957179,92.28217726632893,100.0,60,45,24,76.86826347305389,low_risk,844
SYNTH_LOW_RISK_83633,1257,285,864474.4735570052,97329,108301.79235949974,93.7633957788418,80.06993518775081,40,60,38,448.52073732718895,low_risk,840
SYNTH_LOW_RISK_40482,997,433,475978.3605703067,54411,60560.76669076046,93.27474980312886,100.0,20,75,2,143.5646437994723,low_risk,808
SYNTH_LOW_RISK_77612,822,211,419796.26106707845,62482,51258.34726036633,100.0,87.36687297919947,80,45,23,376.3975903614458,low_risk,840
SYNTH_LOW_RISK_32733,1741,586,98946.42275916989,40383,38250.631966597444,82.83093181983318,100.0,80,60,33,82.24643584521385,low_risk,850
SYNTH_LOW_RISK_92256,969,491,122896.12031742453,47317,59083.04498539135,94.04425359757124,100.0,40,60,13,108.0296803652968,low_risk,815
SYNTH_LOW_RISK_40105,1391,399,280648.61499507265,43741,36679.671610728205,85.3582785684916,99.61943632288714,0,45,36,135.42105263157896,low_risk,845
SYNTH_LOW_RISK_98241,1111,416,408662.98067772534,68215,56553.72332894507,87.884326343513,100.0,80,100,36,191.61516853932585,low_risk,850
SYNTH_LOW_RISK_19290,691,492,606323.4032019912,75930,74547.50863820207,95.77209754310618,100.0,60,60,37,166.87912087912088,low_risk,850
SYNTH_LOW_RISK_14606,639,152,683056.159568181,95674,120416.40292030892,83.80638502100065,80.0817670717509,40,45,12,817.7264957264957,low_risk,835
SYNTH_LOW_RISK_28830,1553,426,321991.52992713486,35475,29399.335556509097,86.59884349659463,96.15642489550565,80,45,32,104.03225806451613,low_risk,825
SYNTH_LOW_RISK_69300,498,307,161442.04293191753,31395,35080.28487265115,91.96286322621542,100.0,60,60,45,112.125,low_risk,850
SYNTH_LOW_RISK_36924,712,188,172116.3751284888,25779,18634.890145628477,93.89924488702337,88.9896339517027,0,0,9,173.01342281879195,low_risk,779
SYNTH_LOW_RISK_13212,530,444,139424.34473024693,14096,14380.088501381792,98.97562665717606,100.0,20,90,36,33.966265060240964,low_risk,836
SYNTH_LOW_RISK_54783,1530,392,119140.94140988178,56815,48264.609436495026,98.33833913026062,90.45728335346395,100,100,28,183.8673139158576,low_risk,840
SYNTH_LOW_RISK_54112,881,253,139946.04573948242,52261,56117.011650080545,91.64095553649523,97.49370879252741,0,100,28,254.93170731707318,low_risk,850
SYNTH_LOW_RISK_50484,1459,520,133490.52765218107,37289,46479.945983060745,79.14143218969299,100.0,60,100,40,84.55555555555556,low_risk,828
SYNTH_LOW_RISK_96173,471,472,301497.1049788465,56009,58218.60761639278,96.62718888350379,100.0,40,15,22,125.29977628635346,low_risk,802
SYNTH_LOW_RISK_97579,689,432,878681.2069035629,98754,113136.37827390552,90.52993825372108,100.0,60,75,9,250.01012658227847,low_risk,850
SYNTH_LOW_RISK_65965,1563,491,160928.78040151345,28676,36220.10867468122,99.8443740116798,100.0,100,15,22,70.63054187192118,low_risk,850
SYNTH_LOW_RISK_17897,472,397,216184.59840632227,37387,41360.35924918748,77.66987153401742,100.0,80,100,39,100.50268817204301,low_risk,850
SYNTH_LOW_RISK_43902,604,177,408633.1657720115,43357,44144.27360440113,97.98287649326414,97.43209655940744,20,60,26,301.09027777777777,low_risk,822
SYNTH_LOW_RISK_60406,1216,527,142181.13815057615,17771,21427.742830299252,86.4428115868683,100.0,100,75,34,38.54880694143167,low_risk,850
SYNTH_LOW_RISK_55097,399,282,249924.47509147908,42500,52855.78155649947,92.41098668530783,100.0,40,100,17,162.8352490421456,low_risk,837
SYNTH_LOW_RISK_50491,378,425,130906.40157727481,53832,62325.70087979049,86.552903344807,100.0,40,60,22,132.9185185185185,low_risk,850
SYNTH_LOW_RISK_18076,1520,484,680576.1226796022,74442,81316.02548281215,84.41611937806381,100.0,100,45,22,185.64089775561098,low_risk,830
SYNTH_LOW_RISK_83927,1117,480,130239.4022126705,26352,18848.74987206652,97.57138596456106,100.0,60,30,4,62.89260143198091,low_risk,840
SYNTH_LOW_RISK_17386,1465,358,301345.9730385123,94612,103344.49632259856,90.43346715552352,86.34493958749258,40,75,22,340.33093525179856,low_risk,850
SYNTH_LOW_RISK_37032,633,153,177973.55818684562,37201,42089.04344636996,100.0,81.58286727747098,60,75,31,312.61344537815125,low_risk,818
SYNTH_LOW_RISK_90051,506,308,194226.4059081586,38365,40416.42418352907,77.6662326114994,100.0,20,60,17,136.53024911032028,low_risk,789
SYNTH_LOW_RISK_98954,925,486,648501.4180286987,92641,78887.62233224467,96.95292831042967,100.0,80,60,49,212.47935779816513,low_risk,850
SYNTH_LOW_RISK_60637,1406,432,144034.75158961734,67797,73734.56346279338,98.19994133539502,100.0,20,45,7,190.9774647887324,low_risk,771
SYNTH_LOW_RISK_48059,1086,342,341289.7247932951,68792,51091.3474176047,89.82853241519128,100.0,40,60,32,243.08127208480565,low_risk,801
SYNTH_LOW_RISK_19616,1320,349,158860.46703550554,52103,50707.60250183471,100.0,92.24421122696276,60,45,29,188.0974729241877,low_risk,789
SYNTH_LOW_RISK_90989,924,427,192613.79199849116,55434,40960.21205051623,81.98022775238356,100.0,80,15,7,147.0397877984085,low_risk,850
SYNTH_LOW_RISK_84095,1766,270,577508.4995607724,93749,103872.68537447613,96.92269101138733,57.56891800020824,60,75,48,538.7873563218391,low_risk,840
SYNTH_LOW_RISK_64862,1120,341,687538.5189820037,92516,105010.98997060105,88.71568416507968,100.0,60,100,29,330.4142857142857,low_risk,850
SYNTH_LOW_RISK_86700,1140,503,567498.9693032325,93828,84618.43729266706,93.56493485704034,100.0,60,100,19,212.76190476190476,low_risk,850
SYNTH_LOW_RISK_77969,1650,348,63747.57919061352,16408,20292.002362741143,85.81354504601258,76.18445052010304,40,45,46,63.5968992248062,low_risk,837
SYNTH_LOW_RISK_31352,1079,405,792184.2439900549,84474,83472.3096802509,89.9136819700827,100.0,80,90,49,244.14450867052022,low_risk,850
SYNTH_LOW_RISK_56326,1793,198,166718.08220217185,18539,16971.38790360859,91.04084394842073,43.19825864676803,100,90,22,185.39,low_risk,850
SYNTH_LOW_RISK_55406,635,357,479528.30770474277,51751,45835.288722948135,86.63705666778033,100.0,20,15,12,160.21981424148606,low_risk,771
SYNTH_LOW_RISK_59979,373,332,546048.5862336602,82240,61959.77281437734,92.45088494361927,100.0,60,100,2,263.5897435897436,low_risk,850
SYNTH_LOW_RISK_39281,1215,276,794906.7013416494,88443,73963.98303221788,91.57315035154183,79.97193938278855,40,60,8,421.15714285714284,low_risk,850
SYNTH_LOW_RISK_54322,634,420,822497.0937331103,91985,64507.65947959612,82.79525629234257,100.0,40,90,38,238.30310880829015,low_risk,850
SYNTH_LOW_RISK_30875,1782,224,142892.1834693983,59613,72313.74031285832,82.32053165315632,48.46097339149348,80,45,10,469.3937007874016,low_risk,762
SYNTH_LOW_RISK_56629,1244,381,239452.3267325658,56612,45024.18115779874,78.28277951999495,100.0,40,100,49,180.86900958466452,low_risk,850
SYNTH_LOW_RISK_88883,1294,500,250939.64706679794,39022,36277.80511264013,100.0,100.0,20,60,23,90.74883720930232,low_risk,850
SYNTH_LOW_RISK_68122,1083,249,651585.0135645147,65685,71989.43097445107,95.00375017466533,80.23888353667965,100,60,24,345.7105263157895,low_risk,850
SYNTH_LOW_RISK_40806,787,168,291733.7317738169,68282,83872.7611469532,79.44864015761094,73.2987947181986,80,60,10,546.256,low_risk,850
SYNTH_LOW_RISK_97329,1358,506,441552.8277607647,80453,86397.54508656784,88.11498564096932,100.0,0,100,46,186.2337962962963,low_risk,850
SYNTH_LOW_RISK_13959,549,468,175185.82975861517,84237,106329.62709027783,92.7781427837933,100.0,40,75,42,192.32191780821918,low_risk,850
SYNTH_LOW_RISK_31563,377,273,708312.725339689,87097,98552.59567273606,84.05503407963747,100.0,100,60,46,344.25691699604744,low_risk,815
SYNTH_LOW_RISK_52082,1084,221,190588.22437565328,28615,21249.61540964162,87.48869298279558,71.84733524884479,80,100,30,176.6358024691358,low_risk,850
SYNTH_LOW_RISK_17370,1426,518,94151.08468611038,37195,29849.587069707733,91.8453585626725,100.0,40,60,9,84.5340909090909,low_risk,846
SYNTH_LOW_RISK_74289,749,454,173683.45777962756,80402,83778.05517012891,91.19948363546163,100.0,60,60,20,194.67796610169492,low_risk,835
SYNTH_LOW_RISK_35835,1812,425,219823.73945386513,72814,86956.99610246716,82.22470110587027,84.24570666512169,20,100,33,223.35582822085888,low_risk,850
SYNTH_MEDIUM_RISK_20619,517,118,180011.03665260665,19951,19734.0135298519,71.30980230565204,76.1199888388652,40,0,4,221.67777777777778,medium_risk,647
SYNTH_MEDIUM_RISK_22857,268,134,251356.52370454042,43402,35425.58806449102,66.98738871042977,100.0,20,15,9,361.68333333333334,medium_risk,683
SYNTH_MEDIUM_RISK_32564,422,92,203949.67035649958,39862,40132.16262211566,71.00406432067449,71.71513016718808,40,45,24,577.7101449275362,medium_risk,736
SYNTH_MEDIUM_RISK_64583,117,61,312211.0328375211,48475,55526.87825515129,61.62976033010558,100.0,20,60,37,881.3636363636364,medium_risk,685
SYNTH_MEDIUM_RISK_64091,105,26,172775.02055925288,19675,25490.023485399037,82.25836927269256,76.47918433002164,60,60,5,936.9047619047619,medium_risk,681
SYNTH_MEDIUM_RISK_99711,256,156,31255.684568789784,4657,3648.818558466367,70.36299058803338,100.0,60,45,48,32.79577464788732,medium_risk,641
SYNTH_MEDIUM_RISK_59451,291,152,91752.06496405629,26173,22801.048608360186,55.52480228330006,100.0,40,15,25,191.04379562043795,medium_risk,598
SYNTH_MEDIUM_RISK_58897,148,168,274704.6260750804,28494,23245.661396489984,59.37590567216814,100.0,20,15,39,178.0875,medium_risk,732
SYNTH_MEDIUM_RISK_23698,334,93,148961.20921762183,44787,57740.59951244027,52.51350140708251,90.08174337242787,20,0,48,597.16,medium_risk,605
SYNTH_MEDIUM_RISK_91165,151,96,213137.1220763741,49786,40687.78533902611,76.68835087820781,100.0,40,45,47,565.75,medium_risk,665
SYNTH_MEDIUM_RISK_50324,171,106,193898.61388383788,28385,22344.384567869078,60.73467353454251,100.0,60,30,25,292.62886597938143,medium_risk,675
SYNTH_MEDIUM_RISK_69241,530,227,260551.9379446431,32500,24293.02114475633,75.85093596724028,100.0,20,15,40,164.14141414141415,medium_risk,685
